wallet_address,amount_received,wallet_lifetime,last_transaction_time,annotation
0xf9b4f882a6a0565dd3260e6843b63dbf9b44797c,0.5548,554,2019-01-28 16:48:35,cryptopia
0x3b9e0582d9a107f564df9bf81936397f0afbf434,1.59060251,430,2019-01-28 16:45:32,cryptopia
0x10bfb4693a88ad8124b327eebba5f59bb9d0ca8e,1.433635114868974,410,2019-01-28 15:10:13,cryptopia
0xecdcb18e104e37ceed4ca3a5ae4f87ccabdac072,0.44372927,455,2019-01-28 14:51:01,cryptopia
0x4ee6a0509d4e65342f5f3f10150743ead7a2350d,3.35470118,517,2019-01-28 14:45:53,cryptopia
0xca84b0939327df9439458b1dc71eb43af81a4404,0.20728345,426,2019-01-28 16:45:32,cryptopia
0x594fd419fcf29183b7e52098e06498f7fc448432,0.2164,421,2019-01-28 14:27:49,cryptopia
0xd9092371fb09ccc127206ee4016a0e1244ddeeae,0.754413016510402,412,2019-01-28 16:10:23,cryptopia
0x282b76368c06529a5ec7422322c45f5eac15107f,0.107614093,432,2019-01-28 14:40:26,cryptopia
0x196890bd69713d90dbcb4d18991234aa408ec4cd,1.79628222,410,2019-01-28 14:24:23,cryptopia
0xc59cac358260903ced76ada323b8c1d01bb9c1f0,2.044154159,556,2019-01-28 14:10:58,cryptopia
0xf7c9d43a4d6479961f7ebca8d4b8e991064cec11,0.21314081314497818,423,2019-01-28 16:32:00,cryptopia
0x776f0bcd9b80b054a154f19d3bc32724a3cebe60,3.57945332,459,2019-01-28 14:06:50,cryptopia
0x35f2aa200124e9f0931b5b2f651bbe83b1067f4f,1.81344357,447,2019-01-28 14:37:51,cryptopia
0x274db9c0a1f5b7abed11d4eb892eab188f2a3ab4,33.72703087,124,2019-01-28 15:09:47,cryptopia
0x0fbd19dc3911bc149ff6fdc660f0a1c8d4200d14,0.92656041,408,2019-01-28 13:54:50,cryptopia
0x10a6f5c33b40572e6cdb4fd8863d66ea7e1baca4,21.698246880900363,443,2019-01-28 14:07:22,cryptopia
0x2460a7e72251c8670fad78976ff57066a5927808,16.7,412,2019-01-28 15:39:39,cryptopia
0x370c8915d2cc4439d1991f4be4b26dc74cb36984,56.22071529625027,422,2019-01-28 14:02:29,cryptopia
0x3f423739203d36b3e36e0e1bc02e2c8209bb957d,0.1961458,410,2019-01-28 16:15:57,cryptopia
0x541cb41092abdc07a66ba404ca3f3d265ef90402,1.299036722495708,426,2019-01-28 16:11:31,cryptopia
0x83a6d55b73ee524a61d1d86172e5be2cd1e06f52,0.438584406,447,2019-01-28 14:38:53,cryptopia
0x6430f652d08f4dd70e6b325058dd7ec18c9df243,0.8562466,420,2019-01-28 16:36:03,cryptopia
0x16f8ed4666dc681acfbc8b9972c6e2ea981b1dec,0.19379874,487,2019-01-28 16:15:57,cryptopia
0xebb4113a75a03cf3693a112e94a4ed150beee47e,1.58086254,560,2019-01-28 14:37:24,cryptopia
0x1354310dce8e400136a8045f215e6b25cc1cc6fc,0.729308,410,2019-01-28 13:51:23,cryptopia
0x5b217b28b02af6f42f9dcf47b9acfa9b3b847d34,0.42921204204835156,70,2019-01-28 16:41:08,cryptopia
0x4d25c96820e2b52847f3069956aec641f4e45f15,0.742429392,425,2019-01-28 13:47:24,cryptopia
0x020ea09074cfdaaa905a6865997a2065c11cd17a,0.494,544,2019-01-28 13:44:09,cryptopia
0x19b865b7d2ad6092be4d323ab2aac8dcde89dd8c,2.25158096,424,2019-01-28 13:44:36,cryptopia
0xa57c697ee7db530afcfa5e018d91562cf215c35d,0.236,396,2019-01-28 13:43:48,cryptopia
0x4c38163bea5870ce4bf28d0e50bfcb5a0fb30a38,2.5970522513550414,420,2019-01-28 13:40:07,cryptopia
0x204c5592bdc1edec8805582fb67886e75fc571bb,0.26130904,446,2019-01-28 13:42:57,cryptopia
0x18892e065701ef8bf629dbebf7f28fbbb3127a42,2.05773047,543,2019-01-28 13:37:20,cryptopia
0xbd9b7898e420e263b958357ad0e834f308216fc9,0.96604446,463,2019-01-28 13:30:07,cryptopia
0x300711c7be9ea099cb8038da1baabbe9a20930ea,5.20693994,563,2019-01-28 13:16:36,cryptopia
0x99ff9f0e721473976d53194aedfb60ea58375327,1.2128,406,2019-01-28 12:26:46,cryptopia
0xeb029498c99718cccf60245b3a3ec75b420f1db2,47.222761639999995,481,2019-01-28 13:13:26,cryptopia
0x391a959889b0899560e280a9a018d53ad9d17d63,1.5055667512740334,442,2019-01-28 13:37:20,cryptopia
0x49d2610528b62ed8ca03a564707dcf9019f0fd2a,2.34997677,442,2019-01-28 13:04:19,cryptopia
0x1ffee8a40e04c1fd76b5e47b74b4824709a434c2,0.29072727,438,2019-01-28 13:28:08,cryptopia
0x1f24cead4a27e6148a4e2671db083d46f6aca7f8,0.243266,418,2019-01-28 13:22:41,cryptopia
0xd8b7af358d6895f3340ba5678a2530422bd095ac,0.24885354,408,2019-01-28 12:48:00,cryptopia
0xd00ede6e17304be96d4a5530b4b8e446589c4c71,0.61439769,444,2019-01-28 12:24:22,cryptopia
0x2146aa4abf071a3e083cae5cf17ebe924dc48624,1.59012175,406,2019-01-28 13:05:49,cryptopia
0x0d92e95fe5ee20c2dc87aa69978db977f7451a1c,0.24727,478,2019-03-31 15:15:59,cryptopia
0xf2b4704a17a8c7ffd1341bb26b9fdd87f92e19d9,0.9893283,410,2019-01-28 12:38:35,cryptopia
0x25a8812ffecb5b816bb6e3b042180ffca8e98afc,0.64936226,550,2019-01-28 13:16:36,cryptopia
0x7b692849ae193f6537be8fbae10af83c2c4ff616,1.17540937,414,2019-01-28 12:46:55,cryptopia
0xa164b91ce474d334b7cf3fc0774a21c258d7c9e8,0.56777709,425,2019-01-28 12:37:37,cryptopia
0x35d87597e7c5675ccfa3dc63ddcce2f0193a314c,2.54131211,419,2019-01-28 13:42:57,cryptopia
0x0b5ee2f9cdab289b8ef639b8fb88d9024a142dd6,20.602139894928417,526,2019-01-28 12:00:56,cryptopia
0x3a992c15aae6d9b9062f6533cd12fc9f89e9a3be,10.576877992854351,153,2018-08-05 20:55:12,cryptopia
0xa12b635b78131ab7842be420a6c9909bfbb0a59b,0.5218233679951993,411,2019-01-28 17:31:14,cryptopia
0x59a349cd40ce0ceae249182feb9de756c803a4f4,2.942692072378725,553,2019-01-28 13:22:41,cryptopia
0xb4af25c43f61d17450293010c1578abbe779c042,0.0594729,408,2019-01-28 17:12:03,cryptopia
0x9ff433afb050547f84c20a0d80b6114311cd9d25,1.1931292556810023,484,2019-01-28 12:15:16,cryptopia
0x23a260085f77c1e77b2e284d7c58ee94ee775aaa,50.23066268842482,489,2019-01-28 21:22:57,cryptopia
0x5bdc6615e43af9fb6adcdc6fb006bb12d4291739,4.568651367,450,2019-01-28 13:28:02,cryptopia
0x53736ed74571fa79e90ac46d4e00852b07dbff57,6.026217926684296,251,2018-08-25 21:11:42,cryptopia
0x74d96a13c936c4fb719df72431a04c71245da8da,0.298958,2,2018-01-30 21:54:24,cryptopia
0x94069bd48bdbee6af9e13f16c07f0a2134ab942c,6.23966328,536,2019-01-28 19:42:36,cryptopia
0x8c90d9c675996ae99b7806998566112764be958d,16.427895193999998,543,2019-01-28 16:19:06,cryptopia
0xde861c9fef8824c609f9c27f52cba161893162fa,7.2338,0,2017-12-25 23:14:13,exmo
0x9878802e670cd8792c9d44f60793300c2552197b,4.373947,0,2017-12-25 20:08:17,exmo
0x138ebbdd1293ef0469f9aca9fc9bd74772adb35a,531.5007829700182,499,2019-11-08 07:11:30,exmo
0x11b94c70ac57fa86948ac5340c95e5ef64dc40b4,12.02,0,2018-06-09 09:23:36,fiat gateway
0x7ba49f22ecf1172c5972d8d75ba7e1d9d2fa83e6,25.0,0,2018-06-09 23:06:57,fiat gateway
0xcaebc6fb8c50941358f19129a47dafed61fcf29c,0.9083875,50,2018-09-03 07:51:13,fiat gateway
0x41adf29532a797e6421da918003e80ec70535dda,150.6805679112018,474,2019-05-13 06:50:33,fiat gateway
0x74499a44b884639eb78a286e70926ce3df9195f7,3.6628102,0,2018-06-29 10:54:29,fiat gateway
0xbde39607d4d78ca5ad0709fc14ca117a88d372a3,25.0,0,2018-11-23 20:05:23,fiat gateway
0x8d3b1c5e0af1c3937e1f9f164d7080ae3ae43c8d,9.56,0,2018-12-05 04:26:10,fiat gateway
0xf7e72bb3de02a3089a0d0b1ee5cdfb312f9c0632,9.93,0,2018-09-21 22:50:06,fiat gateway
0x0063c39b66ca2f7f63104996a12b561209850be5,5.0,0,2018-07-12 11:13:03,fiat gateway
0x9a1b2cc2b468419fbbe8932cb56c9e7a9280b309,4.94,0,2018-12-28 17:17:02,fiat gateway
0x5e4e579d392f374fcf73ff306c43e33939aaa03d,4.42,0,2019-01-04 12:49:43,fiat gateway
0xa1cbd3fabfc3822e6ae9c7fd52c1b8382420f384,10.0,0,2018-09-22 01:58:32,fiat gateway
0xc470327d4db36ccf5345ee04a500867e940cc2c3,7.0,0,2018-12-25 10:00:19,fiat gateway
0xb66e6a499176c8f83b665f0ac2560e9b45aa7316,3.51,0,2018-08-17 20:56:09,fiat gateway
0x1c51143cdba3d0374f5a8ea25856940c087e3294,1.225218,0,2017-06-27 14:29:22,fiat gateway
0x3a25e3b82016e75315522e3a588fc7518cadc277,19.9912,8,2019-02-21 13:26:51,fiat gateway
0x8e833d354139fb35c59c56109a229d4b82d369f8,6.00305958,190,2018-08-11 01:54:26,fiat gateway
0x05dd913fca1aa5c43853958464c3b353ea2eebe5,1.897527,0,2017-12-04 08:56:54,fiat gateway
0x29a2d68c52a17a31aa50e88c22cf4de5cdda7073,3.7,0,2018-04-28 06:53:51,fiat gateway
0x68d86d5fc6e2288a8ea7c7c46642960c95866428,2.57118982,0,2017-07-27 13:32:04,fiat gateway
0x025b6b27ed553e853340626b46cca27482c57ab3,10.03,0,2018-12-19 22:58:50,fiat gateway
0xe055ca1191e5caeb0e66781941f8d2f94ed50d43,93.835,0,2019-01-27 18:24:55,fiat gateway
0xecd3d988c3bea0c74e281a515a0b4d088d2f6fe2,97.79,0,2019-01-28 08:34:07,fiat gateway
0xdf3fa92cbf5a68b2b559598e0544f38f6b9c420c,94.96976796,0,2019-01-27 18:24:55,fiat gateway
0x904336555b1ef488e1cddd956ae37f3009e6a7e7,81.743,0,2019-01-28 08:34:07,fiat gateway
0xbbdf1f2027540a8f1a366d8289d5665edcb6dbf7,93.65700860999999,0,2019-01-27 18:24:55,fiat gateway
0x6cc200607b46b358cb6f6af66a616307245d2d20,7.94,0,2019-01-11 14:26:26,fiat gateway
